file,digit,mean_zcr,mean_rms,energy,autocorr_lag1,mean_envelope,max_envelope,duration,mean_amplitude
1_george_0.wav,0,0.1342230902777778,0.1265993,84.10119,0.79083073,0.14709003,1.1568159,0.5685,0.09389362
1_george_1.wav,0,0.14971923828125,0.10420561,49.621456,0.77235544,0.11101639,1.0203568,0.497625,0.069892384
1_george_10.wav,0,0.106689453125,0.14004517,100.4213,0.8446248,0.16133034,1.0205065,0.474125,0.10216382
1_george_11.wav,0,0.12744140625,0.18903463,158.65361,0.8334693,0.22472067,1.0528266,0.4195,0.14252695
1_george_12.wav,0,0.1171875,0.19045435,122.777374,0.78486866,0.2098666,1.0602943,0.37025,0.13260652
1_george_13.wav,0,0.10834418402777778,0.16752994,161.73914,0.83099127,0.19898674,1.0348457,0.540625,0.12667319
1_george_14.wav,0,0.10784040178571429,0.13452141,82.20287,0.8429423,0.1535247,1.0544218,0.398,0.09779924
1_george_15.wav,0,0.11328125,0.20460343,142.45415,0.841823,0.22615783,1.1493298,0.37725,0.14406875
1_george_16.wav,0,0.12489149305555555,0.16865566,165.82901,0.7948126,0.1880707,1.056666,0.575,0.11916678
1_george_17.wav,0,0.10628255208333333,0.16781944,166.04062,0.82363033,0.18595278,1.0338603,0.561,0.11823602
1_george_18.wav,0,0.1003689236111111,0.18915598,206.854,0.8707979,0.22934209,1.1006379,0.539625,0.14635044
1_george_19.wav,0,0.1085205078125,0.16224411,126.96835,0.82763803,0.19087024,1.1003138,0.490125,0.12155025
1_george_2.wav,0,0.12147352430555555,0.1613243,140.59483,0.83113986,0.17933603,1.0807555,0.5715,0.113785096
1_george_20.wav,0,0.12508138020833334,0.16202392,91.723114,0.8727873,0.18724118,1.0714725,0.36175,0.11921482
1_george_21.wav,0,0.19759114583333334,0.12007478,49.657467,0.5064491,0.11657979,1.0263895,0.381,0.07298472
1_george_22.wav,0,0.13392857142857142,0.12897658,70.43964,0.7929684,0.15249541,1.0390105,0.386625,0.096523754
