file,digit,mean_zcr,mean_rms,energy,autocorr_lag1,mean_envelope,max_envelope,duration,mean_amplitude
0_george_0.wav,0,0.1248046875,0.24482226,188.58075,0.7506863,0.34963563,1.1247559,0.298,0.22216038
0_george_1.wav,0,0.10830078125,0.16791081,171.48495,0.87267417,0.20656016,1.0196947,0.590875,0.13115886
0_george_10.wav,0,0.1856689453125,0.14378168,188.80463,0.80179054,0.15597448,1.0196186,0.74475,0.09897742
0_george_11.wav,0,0.137939453125,0.21672872,214.41975,0.72523576,0.26030412,1.1869303,0.457625,0.1646835
0_george_12.wav,0,0.14874267578125,0.23025008,240.90756,0.7142589,0.26764008,1.157413,0.50625,0.16922657
0_george_13.wav,0,0.13818359375,0.21832757,248.10828,0.757499,0.2650111,1.0061699,0.543625,0.1680518
0_george_14.wav,0,0.1325954861111111,0.24299118,313.1001,0.7784263,0.30602685,1.0298641,0.538,0.1945324
0_george_15.wav,0,0.1347113715277778,0.20691726,232.78026,0.82990867,0.24944907,1.0357953,0.52325,0.15740098
0_george_16.wav,0,0.1189453125,0.20370886,261.7482,0.8291562,0.23924065,1.1096096,0.63175,0.15301386
0_george_17.wav,0,0.0994140625,0.18100867,210.16428,0.8965426,0.22232269,1.0034217,0.58425,0.14056982
0_george_18.wav,0,0.11421342329545454,0.19841737,284.3878,0.8747615,0.23149112,1.0420878,0.697625,0.14714389
0_george_19.wav,0,0.1337348090277778,0.18593046,192.29971,0.8471385,0.2203445,1.0039327,0.558125,0.14031279
0_george_2.wav,0,0.12428977272727272,0.22550865,354.75537,0.8674723,0.2729454,1.102068,0.6665,0.17447975
0_george_20.wav,0,0.14567057291666666,0.16193265,145.1711,0.87732536,0.1793345,1.072545,0.543375,0.114402585
0_george_21.wav,0,0.15673828125,0.16261055,144.36345,0.7813586,0.18965375,1.0369273,0.5325,0.1200607
0_george_22.wav,0,0.17645263671875,0.19024938,167.65143,0.61415786,0.21668595,1.0232614,0.495375,0.13764012
0_george_23.wav,0,0.11163330078125,0.21671948,215.40381,0.8760127,0.24942237,1.0879071,0.498,0.15839407
0_george_24.wav,0,0.1671142578125,0.16133887,128.33551,0.53566444,0.17645432,1.0743822,0.488375,0.11229769
0_george_25.wav,0,0.204345703125,0.1512852,106.52388,0.57678807,0.17039166,1.0072163,0.460875,0.10889237
0_george_26.wav,0,0.208056640625,0.18772064,222.45746,0.6417702,0.21432187,1.0427105,0.617625,0.13557875
0_george_27.wav,0,0.16786024305555555,0.18292254,185.14578,0.6904231,0.21170492,1.0201963,0.556125,0.13363092
0_george_28.wav,0,0.18565538194444445,0.20678997,227.92244,0.45418695,0.25200245,1.1162477,0.55925,0.16095443
0_george_29.wav,0,0.1833767361111111,0.14402698,111.02803,0.3061844,0.16802272,1.0764446,0.526,0.10645081
0_george_3.wav,0,0.140234375,0.22508368,311.37515,0.72789574,0.26184642,1.1383508,0.625875,0.16711693
0_george_30.wav,0,0.18526785714285715,0.21735476,180.6463,0.7386185,0.25129998,1.072551,0.41075,0.15943821
0_george_31.wav,0,0.09931640625,0.19618216,112.49658,0.76071113,0.2463165,1.1755877,0.27175,0.15818258
0_george_32.wav,0,0.1415473090277778,0.23533702,303.83356,0.7827009,0.2724585,1.158113,0.560375,0.17276727
0_george_33.wav,0,0.153076171875,0.21022841,212.8317,0.7566733,0.2539696,1.1211259,0.457375,0.1617534
0_george_34.wav,0,0.11712646484375,0.22518402,252.29741,0.7774459,0.28531584,1.011087,0.452625,0.18018353
0_george_35.wav,0,0.12974330357142858,0.23654164,227.31448,0.78214765,0.27960497,1.0515553,0.42725,0.17751543
0_george_36.wav,0,0.13127790178571427,0.13917463,84.330055,0.7465287,0.14993991,1.0110095,0.40875,0.09511964
0_george_37.wav,0,0.10432942708333333,0.19481741,152.98016,0.801208,0.25234,1.0680403,0.322375,0.15932637
0_george_38.wav,0,0.16048177083333334,0.23962079,202.06519,0.6516928,0.3313163,1.058083,0.3355,0.20933804
0_george_39.wav,0,0.14119466145833334,0.27575102,257.41068,0.6875912,0.3441088,1.1641377,0.370625,0.21915977
0_george_4.wav,0,0.1395941840277778,0.22783089,278.59357,0.69124216,0.2611844,1.1177009,0.540375,0.16620114
0_george_40.wav,0,0.1115993923611111,0.21916124,271.84564,0.80166334,0.27328146,1.117023,0.5155,0.17434967
0_george_41.wav,0,0.09659830729166667,0.23493893,186.02045,0.8715925,0.28835812,1.0279156,0.37825,0.18442166
0_george_42.wav,0,0.13581194196428573,0.17525366,125.16991,0.7790928,0.18636982,1.0396448,0.426125,0.11866106
0_george_43.wav,0,0.146484375,0.1638325,106.05202,0.62133735,0.18278107,1.0812205,0.4125,0.11643127
0_george_44.wav,0,0.164306640625,0.19791034,179.04846,0.6913179,0.2381443,1.0372734,0.456125,0.15142825
0_george_45.wav,0,0.16229248046875,0.17711985,148.55453,0.62952423,0.19745435,1.0526792,0.499625,0.12613644
0_george_46.wav,0,0.15509033203125,0.19698615,171.83525,0.6646978,0.2296946,1.0314863,0.466625,0.1462836
0_george_47.wav,0,0.15264892578125,0.18147042,151.62299,0.65727925,0.20395197,1.0032759,0.485625,0.12986921
0_george_48.wav,0,0.16552734375,0.18721034,161.6774,0.58855414,0.20677069,1.0256511,0.502,0.131842
0_george_49.wav,0,0.17999267578125,0.2104447,193.4103,0.58522725,0.2346124,1.0173755,0.51025,0.14978267
0_george_5.wav,0,0.11607776988636363,0.20774752,328.43765,0.7582586,0.25900176,1.0200609,0.643125,0.16607273
0_george_6.wav,0,0.11332563920454546,0.20989174,319.1188,0.8501552,0.25730503,1.0546126,0.6435,0.16341846
0_george_7.wav,0,0.10382634943181818,0.20146656,294.3843,0.8747034,0.24332473,1.0135753,0.672625,0.15476719
0_george_8.wav,0,0.12830946180555555,0.22824995,283.68237,0.8163968,0.27222595,1.2245102,0.526125,0.17268297
0_george_9.wav,0,0.1330837673611111,0.17913719,172.84375,0.7068337,0.20405142,1.0520096,0.57525,0.12936492
0_jackson_0.wav,0,0.08482776988636363,0.15297772,177.15973,0.92591757,0.19165945,1.0018148,0.6435,0.12195608
0_jackson_1.wav,0,0.0807834201388889,0.17511572,169.7356,0.94683623,0.22022401,1.0084413,0.532625,0.14064
0_jackson_10.wav,0,0.08629261363636363,0.21091963,300.1865,0.9423978,0.26298052,1.0113254,0.681375,0.16812254
0_jackson_11.wav,0,0.08974609375,0.20800261,256.56107,0.9380064,0.25065148,1.038928,0.61425,0.15927374
0_jackson_12.wav,0,0.12548828125,0.25797632,307.11053,0.9413632,0.29099315,1.0284746,0.510875,0.1850308
0_jackson_13.wav,0,0.09140625,0.19331281,233.60352,0.9433311,0.23128697,1.0217249,0.5895,0.14657046
0_jackson_14.wav,0,0.1021484375,0.21446534,290.95886,0.944679,0.24940547,1.0357178,0.62275,0.15830518
0_jackson_15.wav,0,0.09609375,0.22672541,326.43045,0.9445337,0.25665924,1.024152,0.63875,0.16249783
0_jackson_16.wav,0,0.09657118055555555,0.21443588,256.70593,0.9449911,0.25928292,1.0387752,0.552875,0.16483596
0_jackson_17.wav,0,0.08702256944444445,0.27908403,459.39496,0.93500596,0.36277848,1.0391188,0.529625,0.22907408
0_jackson_18.wav,0,0.08922230113636363,0.18454896,242.46783,0.94093287,0.22658321,1.0477844,0.654375,0.14398815
0_jackson_19.wav,0,0.098193359375,0.19308743,237.04211,0.9403377,0.22130604,1.0307606,0.637875,0.14099021
0_jackson_2.wav,0,0.08512369791666667,0.26127487,380.89893,0.94896483,0.3352141,1.0261363,0.532125,0.21349481
0_jackson_20.wav,0,0.09736328125,0.19031876,246.1498,0.9324489,0.21494706,1.053319,0.62125,0.13670991
0_jackson_21.wav,0,0.09091796875,0.19620168,247.97803,0.9433768,0.24418971,1.029517,0.599625,0.15555827
0_jackson_22.wav,0,0.08876953125,0.19351245,238.24721,0.9328549,0.23733479,1.0237445,0.60325,0.1508289
0_jackson_23.wav,0,0.095458984375,0.17137718,180.06116,0.9336068,0.21670692,1.0056524,0.59,0.13825163
0_jackson_24.wav,0,0.08784623579545454,0.1787493,241.0754,0.93793863,0.22308488,1.0377955,0.642,0.14225648
0_jackson_25.wav,0,0.079736328125,0.19046639,231.18614,0.94420636,0.23110227,1.0959733,0.61775,0.14745253
0_jackson_26.wav,0,0.147412109375,0.105309784,71.121635,0.83911854,0.12163174,1.1014198,0.582875,0.076937705
0_jackson_27.wav,0,0.10835404829545454,0.17866449,228.45767,0.91922516,0.21647942,1.164084,0.645625,0.13626713
0_jackson_28.wav,0,0.11066228693181818,0.15851985,187.84009,0.91400194,0.19097641,1.1172768,0.643,0.121750474
0_jackson_29.wav,0,0.099609375,0.1849637,215.86325,0.9174326,0.22894119,1.0153899,0.577625,0.14541349
0_jackson_3.wav,0,0.081640625,0.18092667,208.28076,0.94264513,0.22372971,1.0216737,0.5985,0.1416569
0_jackson_30.wav,0,0.09521484375,0.1878522,259.31613,0.93156576,0.23343487,1.0272334,0.64,0.1474106
0_jackson_31.wav,0,0.10785590277777778,0.17956631,174.77641,0.9143521,0.20471327,1.0146368,0.571375,0.12958728
0_jackson_32.wav,0,0.107275390625,0.18051887,193.92258,0.90136415,0.21208735,1.1188928,0.617375,0.13326123
