file,digit,mean_zcr,mean_rms,energy,autocorr_lag1,mean_envelope,max_envelope,duration,mean_amplitude
8_george_0.wav,0,0.1459418402777778,0.14419681,140.6869,0.8071217,0.15908778,1.0014663,0.52775,0.10125731
8_george_1.wav,0,0.1364474826388889,0.12829788,111.51762,0.7442641,0.15347289,1.0020295,0.513875,0.0979823
8_george_10.wav,0,0.1513671875,0.17038462,171.41124,0.7250329,0.190161,1.1705618,0.45875,0.121611685
8_george_11.wav,0,0.14634486607142858,0.16573274,137.56519,0.70357436,0.17694835,1.0848252,0.44575,0.11294165
8_george_12.wav,0,0.17892020089285715,0.13867402,84.9314,0.5595427,0.13620184,1.0363786,0.439125,0.0854916
8_george_13.wav,0,0.16248914930555555,0.13537164,124.342926,0.5901332,0.15738986,1.0000969,0.523875,0.10073847
8_george_14.wav,0,0.14251708984375,0.20156738,213.88219,0.7984466,0.21369766,1.1280504,0.5065,0.13546056
8_george_15.wav,0,0.13602120535714285,0.18922636,153.78128,0.7694749,0.22460496,1.0740157,0.389,0.1427365
8_george_16.wav,0,0.141845703125,0.15415016,136.75014,0.7433237,0.17682533,1.0236237,0.453875,0.112474024
8_george_17.wav,0,0.15228271484375,0.20113817,210.32321,0.86580545,0.21312246,1.1014031,0.510625,0.13577893
8_george_18.wav,0,0.14501953125,0.16564132,158.87035,0.7567187,0.18578596,1.1508754,0.468375,0.118378654
8_george_19.wav,0,0.156494140625,0.15764715,143.32303,0.6947333,0.1676133,1.0112641,0.490125,0.104770586
8_george_2.wav,0,0.16200086805555555,0.1336965,128.2615,0.5653691,0.14775027,1.0550694,0.542,0.09317329
8_george_20.wav,0,0.201171875,0.12866844,75.59371,0.42577213,0.1278633,1.0121423,0.424625,0.0801639
8_george_21.wav,0,0.19775390625,0.15735589,110.94163,0.42111936,0.17406468,1.0564917,0.374375,0.10824643
8_george_22.wav,0,0.25653076171875,0.12504077,86.14389,0.3137312,0.12728867,1.0045192,0.501625,0.07986147
8_george_23.wav,0,0.20008680555555555,0.120914474,97.155876,0.14338046,0.1311846,1.0801917,0.523375,0.08232551
