file,digit,mean_zcr,mean_rms,energy,autocorr_lag1,mean_envelope,max_envelope,duration,mean_amplitude
5_george_0.wav,0,0.18359375,0.12537229,89.10103,0.72459894,0.12299344,1.0463792,0.56,0.078339726
5_george_1.wav,0,0.18330078125,0.10849716,80.93417,0.6886895,0.11043777,1.0267574,0.576375,0.06987683
5_george_10.wav,0,0.12605794270833334,0.16807754,104.259315,0.8156017,0.20300585,1.0335594,0.35475,0.12970011
5_george_11.wav,0,0.173095703125,0.16937172,109.11688,0.69795334,0.18402232,1.0921649,0.37925,0.11595611
5_george_12.wav,0,0.15297154017857142,0.14941789,96.19725,0.7673191,0.15188843,1.0508096,0.42525,0.096408255
5_george_13.wav,0,0.12662760416666666,0.18507373,127.53129,0.8014875,0.22291462,1.081629,0.363,0.14235106
5_george_14.wav,0,0.12960379464285715,0.17664608,144.85866,0.7983428,0.20997839,1.1307836,0.422375,0.13277502
5_george_15.wav,0,0.12772042410714285,0.19461338,159.32028,0.7723008,0.23328468,1.1653184,0.40825,0.14989169
5_george_16.wav,0,0.106689453125,0.17366524,156.2265,0.82949126,0.20499966,1.0084921,0.503625,0.13112018
5_george_17.wav,0,0.14215087890625,0.18093306,167.19882,0.8104318,0.20404695,1.0907872,0.48425,0.12961796
5_george_18.wav,0,0.12855747767857142,0.16393471,121.440994,0.796619,0.18941654,1.0275419,0.441375,0.11991066
5_george_19.wav,0,0.1708984375,0.1574084,139.05365,0.77335656,0.16845751,1.0366962,0.5255,0.107461825
5_george_2.wav,0,0.1533203125,0.14580297,96.692726,0.7827004,0.1617287,1.0148369,0.48175,0.10313225
5_george_20.wav,0,0.17215401785714285,0.10885685,63.373425,0.60252786,0.11129433,1.0540609,0.423125,0.07001585
5_george_21.wav,0,0.2675238715277778,0.12568727,99.01674,0.5553609,0.11380819,1.082318,0.5755,0.07033902
5_george_22.wav,0,0.23577008928571427,0.16249835,107.533806,0.6395089,0.15786514,1.111313,0.443,0.09927552
5_george_23.wav,0,0.17885044642857142,0.13207099,73.77513,0.67409277,0.14232056,1.024244,0.394,0.09008605
5_george_24.wav,0,0.20535714285714285,0.12793447,75.68111,0.5346314,0.15120617,1.0508461,0.400125,0.095247775
5_george_25.wav,0,0.17961774553571427,0.11649827,57.378525,0.6511669,0.120636046,1.0413529,0.408,0.0771418
5_george_26.wav,0,0.20765904017857142,0.1247437,66.908394,0.6717687,0.11977717,1.1088243,0.437125,0.07539338
5_george_27.wav,0,0.21833147321428573,0.14249273,87.53946,0.56208855,0.14584076,1.037582,0.43075,0.09114282
5_george_28.wav,0,0.21609933035714285,0.16588998,111.782166,0.6490057,0.18111736,1.141802,0.40725,0.114582375
5_george_29.wav,0,0.2123480902777778,0.13485461,100.14263,0.7047275,0.13978972,1.0497833,0.5435,0.088319205
5_george_3.wav,0,0.16217041015625,0.17811304,152.65927,0.7828474,0.18559526,1.1160669,0.500375,0.11770257
5_george_30.wav,0,0.16273716517857142,0.12474265,71.02065,0.64387804,0.15890706,1.252575,0.385875,0.101452336
5_george_31.wav,0,0.19845145089285715,0.13505617,88.52268,0.5467584,0.15079774,1.2684172,0.428125,0.09534882
5_george_32.wav,0,0.19954427083333334,0.18354039,118.03489,0.6065409,0.19037648,1.0704978,0.37625,0.120274216
5_george_33.wav,0,0.18994140625,0.10917509,53.24169,0.525327,0.12129637,1.0084168,0.350875,0.0765571
5_george_34.wav,0,0.16609700520833334,0.16874544,108.29045,0.69695437,0.19031113,1.066216,0.37025,0.120032094
5_george_35.wav,0,0.1580810546875,0.16817507,132.4181,0.7447616,0.18358622,1.0836692,0.4765,0.11657687
5_george_36.wav,0,0.17633928571428573,0.16789265,107.70231,0.7496515,0.18016046,1.2102044,0.4155,0.11477922
5_george_37.wav,0,0.172119140625,0.13775745,95.666664,0.69218737,0.13151994,1.1952386,0.508375,0.08370937
5_george_38.wav,0,0.143798828125,0.15687531,100.04384,0.6909081,0.17796133,1.1786637,0.3425,0.11241685
5_george_39.wav,0,0.15283203125,0.17547445,101.01844,0.7224448,0.20111297,1.1598278,0.302375,0.12727392
5_george_4.wav,0,0.1409912109375,0.13577777,97.69071,0.7535416,0.15108547,1.149793,0.475375,0.09573559
5_george_40.wav,0,0.21638997395833334,0.15964372,91.997116,0.585876,0.17209446,1.0688609,0.33825,0.10850984
5_george_41.wav,0,0.2222900390625,0.11121695,64.71469,0.6094612,0.10922876,1.0708369,0.506,0.06898139
5_george_42.wav,0,0.20979817708333334,0.14030127,69.27566,0.5964702,0.13131826,1.042949,0.378625,0.08249011
5_george_43.wav,0,0.2657063802083333,0.15159042,76.64938,0.5831443,0.13717882,1.0541455,0.37375,0.086724825
5_george_44.wav,0,0.22981770833333334,0.15670513,81.9287,0.5729193,0.15033011,1.073629,0.368625,0.09446411
5_george_45.wav,0,0.18519810267857142,0.13391566,73.514465,0.6872215,0.13116437,1.0292646,0.42525,0.082582004
5_george_46.wav,0,0.16957310267857142,0.12719016,72.40081,0.6426086,0.13231063,1.0082924,0.4245,0.08327454
5_george_47.wav,0,0.23549107142857142,0.16909587,122.97388,0.627202,0.18027617,1.0982862,0.407,0.11401484
5_george_48.wav,0,0.18961588541666666,0.15924506,89.7385,0.69234544,0.15942515,1.0828304,0.368125,0.1000687
5_george_49.wav,0,0.17936197916666666,0.10500412,63.767426,0.64097565,0.104504764,1.0001253,0.5315,0.06600124
5_george_5.wav,0,0.14655412946428573,0.15580739,104.61128,0.7585513,0.19411074,1.0300031,0.399625,0.12226831
5_george_6.wav,0,0.2002495659722222,0.11973788,79.56279,0.61540335,0.11742855,1.0386698,0.549625,0.07469711
5_george_7.wav,0,0.1662868923611111,0.10195836,61.58611,0.6512183,0.109299764,1.0677758,0.518875,0.06953952
