file,digit,mean_zcr,mean_rms,energy,autocorr_lag1,mean_envelope,max_envelope,duration,mean_amplitude
7_george_0.wav,7,0.21630859375,0.116361305,106.83925,0.70098907,0.12529248,1.0870163,0.641375,0.07852554
7_george_1.wav,7,0.180419921875,0.14114705,125.474174,0.7336006,0.14640747,1.0987716,0.589875,0.092804775
7_george_10.wav,7,0.24381510416666666,0.10687397,69.6279,0.7252073,0.11163689,1.0000069,0.537625,0.069916435
7_george_11.wav,7,0.18408203125,0.1348414,101.92618,0.763142,0.14400892,1.0212681,0.5305,0.09072441
7_george_12.wav,7,0.1380615234375,0.12096394,85.803085,0.70448524,0.1376532,1.031317,0.501,0.08612062
7_george_13.wav,7,0.17987060546875,0.15182242,103.00947,0.74566567,0.15478872,1.0521357,0.473,0.096583165
7_george_14.wav,7,0.18885633680555555,0.14773001,119.33805,0.77586645,0.15091407,1.0066717,0.547625,0.09510407
7_george_15.wav,7,0.15679931640625,0.13031387,81.25136,0.7439924,0.13321431,1.0051317,0.50025,0.082383126
7_george_16.wav,7,0.2091796875,0.13993642,121.02782,0.769471,0.14112823,1.0020053,0.63275,0.089575686
7_george_17.wav,7,0.1638671875,0.15256083,140.6199,0.79746306,0.15512455,1.0080987,0.632875,0.09753805
7_george_18.wav,7,0.133740234375,0.13471676,116.849655,0.8167313,0.14774482,1.0029231,0.586875,0.09287053
7_george_19.wav,7,0.1283203125,0.14530097,130.93259,0.8444947,0.15396664,1.0039448,0.595125,0.09781429
7_george_2.wav,7,0.22571910511363635,0.12041703,112.5037,0.68424994,0.12728515,1.0636946,0.65975,0.08049406
7_george_20.wav,7,0.21844482421875,0.13429865,86.852234,0.521949,0.14420637,1.1334103,0.45475,0.090442024
7_george_21.wav,7,0.20159040178571427,0.121336855,61.104996,0.46591946,0.12012415,1.1320935,0.44725,0.07679512
7_george_22.wav,7,0.19949776785714285,0.13476962,78.90954,0.42139223,0.13767712,1.1492733,0.433875,0.08672109
7_george_23.wav,7,0.2742365056818182,0.12202151,113.02876,0.3604393,0.12421221,1.0009769,0.66325,0.078237236
7_george_24.wav,7,0.27412109375,0.09437962,62.494038,0.43847594,0.084503055,1.0664778,0.6385,0.052478284
7_george_25.wav,7,0.2889539930555556,0.10143624,63.663887,0.35024074,0.09222585,1.0066195,0.568,0.058409408
7_george_26.wav,7,0.189453125,0.1307688,57.686302,0.38320225,0.16225393,1.0512547,0.268375,0.101768225
7_george_27.wav,7,0.24820963541666666,0.10554867,68.772964,0.27632615,0.09670003,1.0013754,0.5465,0.06065923
7_george_28.wav,7,0.21142578125,0.11507131,76.48524,0.42658836,0.123904265,1.0593294,0.513125,0.07860784
